wam.txt 0 :	0 0 0 
wam.txt 5160 :	0 1 1 
wam.txt 5161 :	0 1 1 
wam.txt 5162 :	0 1 1 
wam.txt 5163 :	0 1 1 
wam.txt 5164 :	0 0 1 
wam.txt 5165 :	0 1 0 
wam.txt 5166 :	0 1 1 
wam.txt 5167 :	0 1 1 
wam.txt 5168 :	1 0 1 
wam.txt 5169 :	0 1 1 
wam.txt 5170 :	0 1 0 
wam.txt 5171 :	0 1 1 
wam.txt 5172 :	0 0 1 
wam.txt 5173 :	0 1 1 
wam.txt 5174 :	0 0 1 
wam.txt 5175 :	1 1 1 
wam.txt 5176 :	0 0 1 
wam.txt 5177 :	0 0 1 
wam.txt 5178 :	0 1 1 
wam.txt 5179 :	0 1 0 
wam.txt 5180 :	0 0 1 
wam.txt 5181 :	0 1 1 
wam.txt 5182 :	1 0 1 
wam.txt 5183 :	0 0 1 
wam.txt 5184 :	0 0 1 
wam.txt 5185 :	1 0 1 
wam.txt 5186 :	0 1 1 
wam.txt 5187 :	0 1 0 
wam.txt 5188 :	0 1 1 
wam.txt 5189 :	1 0 1 
wam.txt 5190 :	0 0 1 
wam.txt 5191 :	0 1 1 
wam.txt 5192 :	0 1 1 
wam.txt 5193 :	0 0 1 
wam.txt 5194 :	0 0 1 
wam.txt 5195 :	0 0 1 
wam.txt 5196 :	0 1 1 
wam.txt 5197 :	0 1 1 
wam.txt 5198 :	0 1 1 
wam.txt 5199 :	0 0 1 
wam.txt 5200 :	0 0 1 
wam.txt 5201 :	0 0 1 
wam.txt 5202 :	1 0 1 
wam.txt 5203 :	0 1 1 
wam.txt 5204 :	0 1 1 
wam.txt 5205 :	0 0 1 
wam.txt 5206 :	0 0 1 
wam.txt 5207 :	0 0 1 
wam.txt 5208 :	0 0 1 
wam.txt 5209 :	1 1 1 
wam.txt 5210 :	0 0 1 
wam.txt 5211 :	0 1 0 
wam.txt 5212 :	0 1 1 
wam.txt 5213 :	0 0 1 
wam.txt 5214 :	0 0 1 
wam.txt 5215 :	0 1 1 
wam.txt 5216 :	0 1 1 
wam.txt 5217 :	0 0 1 
wam.txt 5218 :	0 1 1 
wam.txt 5219 :	0 0 1 
wam.txt 5220 :	1 1 1 
wam.txt 5221 :	0 0 1 
wam.txt 5222 :	0 0 1 
wam.txt 5223 :	1 1 1 
wam.txt 5224 :	0 0 1 
wam.txt 5225 :	0 1 1 
wam.txt 5226 :	0 1 1 
wam.txt 5227 :	0 1 1 
wam.txt 5228 :	0 1 1 
wam.txt 5229 :	0 1 0 
wam.txt 5230 :	1 1 1 
wam.txt 5231 :	0 0 1 
wam.txt 5232 :	0 1 1 
wam.txt 5233 :	0 0 1 
wam.txt 5234 :	0 1 1 
wam.txt 5235 :	0 1 1 
wam.txt 5236 :	0 1 1 
wam.txt 5237 :	0 1 1 
wam.txt 5238 :	0 0 1 
wam.txt 5239 :	0 0 1 
wam.txt 5240 :	0 1 1 
wam.txt 5241 :	0 0 1 
wam.txt 5242 :	0 1 1 
wam.txt 5243 :	0 0 0 
wam.txt 5244 :	0 0 1 
wam.txt 5245 :	0 0 1 
wam.txt 5246 :	0 0 1 
wam.txt 5247 :	0 0 1 
wam.txt 5248 :	0 0 1 
wam.txt 5249 :	1 0 1 
wam.txt 5250 :	0 0 1 
wam.txt 5251 :	0 0 1 
wam.txt 5252 :	0 0 0 
wam.txt 5253 :	0 0 1 
wam.txt 5254 :	0 0 1 
wam.txt 5255 :	0 0 1 
wam.txt 5256 :	1 0 0 
wam.txt 5257 :	0 1 1 
wam.txt 5258 :	1 0 1 
wam.txt 5259 :	1 1 1 
wam.txt 5260 :	0 1 0 
wam.txt 5261 :	0 1 1 
wam.txt 5262 :	0 0 1 
wam.txt 5263 :	0 1 1 
wam.txt 5264 :	0 0 1 
wam.txt 5265 :	0 1 1 
wam.txt 5266 :	0 0 1 
wam.txt 5267 :	1 0 1 
wam.txt 5268 :	0 0 1 
wam.txt 5269 :	0 1 1 
wam.txt 5270 :	0 0 1 
wam.txt 5271 :	0 0 1 
wam.txt 5272 :	0 1 1 
wam.txt 5273 :	0 0 1 
wam.txt 5274 :	0 0 1 
wam.txt 5275 :	0 0 1 
wam.txt 5276 :	0 1 1 
wam.txt 5277 :	1 1 0 
wam.txt 5278 :	0 0 1 
wam.txt 5279 :	0 1 1 
wam.txt 5280 :	0 1 1 
wam.txt 5281 :	0 0 0 
wam.txt 5282 :	1 0 0 
wam.txt 5283 :	0 1 1 
wam.txt 5284 :	0 1 1 
wam.txt 5285 :	1 0 1 
wam.txt 5286 :	0 1 1 
wam.txt 5287 :	0 0 1 
wam.txt 5288 :	0 0 1 
wam.txt 5289 :	0 1 1 
wam.txt 5290 :	0 0 1 
wam.txt 5291 :	0 1 1 
wam.txt 5292 :	0 0 1 
wam.txt 5293 :	0 0 1 
wam.txt 5294 :	0 0 1 
wam.txt 5295 :	0 1 1 
wam.txt 5296 :	1 1 1 
wam.txt 5297 :	0 1 1 
wam.txt 5298 :	0 0 1 
wam.txt 5299 :	0 0 1 
wam.txt 5300 :	0 0 1 
wam.txt 5301 :	0 1 1 
wam.txt 5302 :	1 0 1 
wam.txt 5303 :	0 1 1 
wam.txt 5304 :	0 1 1 
wam.txt 5305 :	0 1 1 
wam.txt 5306 :	1 0 1 
wam.txt 5307 :	0 0 1 
wam.txt 5308 :	0 1 1 
wam.txt 5309 :	0 1 1 
wam.txt 5310 :	0 0 1 
wam.txt 5311 :	0 1 1 
wam.txt 5312 :	0 1 1 
wam.txt 5313 :	0 0 1 
wam.txt 5314 :	0 1 0 
wam.txt 5315 :	0 1 1 
wam.txt 5316 :	0 1 1 
wam.txt 5317 :	0 0 1 
wam.txt 5318 :	0 1 1 
wam.txt 5319 :	0 0 1 
wam.txt 5320 :	0 0 0 
wam.txt 5321 :	0 1 1 
wam.txt 5322 :	0 0 1 
wam.txt 5323 :	0 1 1 
wam.txt 5324 :	0 0 0 
wam.txt 5325 :	0 1 1 
wam.txt 5326 :	0 0 1 
wam.txt 5327 :	0 0 1 
wam.txt 5328 :	0 0 1 
wam.txt 5329 :	0 1 1 
wam.txt 5330 :	1 0 1 
wam.txt 5331 :	0 1 1 
wam.txt 5332 :	0 0 1 
wam.txt 5333 :	0 1 1 
wam.txt 5334 :	0 0 1 
wam.txt 5335 :	0 0 1 
wam.txt 5336 :	0 0 1 
wam.txt 5337 :	0 1 1 
wam.txt 5338 :	0 0 0 
wam.txt 5339 :	1 1 1 
wam.txt 5340 :	1 1 1 
wam.txt 5341 :	0 0 1 
wam.txt 5342 :	0 0 1 
wam.txt 5343 :	0 1 0 
wam.txt 5344 :	0 0 1 
wam.txt 5345 :	0 1 1 
wam.txt 5346 :	0 1 1 
wam.txt 5347 :	1 1 1 
wam.txt 5348 :	0 1 1 
wam.txt 5349 :	0 1 1 
wam.txt 5350 :	0 1 1 
wam.txt 5351 :	0 0 1 
wam.txt 5352 :	0 1 1 
wam.txt 5353 :	0 0 1 
wam.txt 5354 :	0 1 1 
wam.txt 5355 :	0 0 1 
wam.txt 5356 :	0 0 1 
wam.txt 5357 :	1 0 1 
wam.txt 5358 :	0 0 1 
wam.txt 5359 :	0 1 1 
wam.txt 5360 :	0 0 1 
wam.txt 5361 :	0 0 0 
wam.txt 5362 :	0 1 1 
wam.txt 5363 :	1 1 1 
wam.txt 5364 :	0 0 1 
wam.txt 5365 :	1 1 1 
wam.txt 5366 :	0 0 1 
wam.txt 5367 :	0 1 1 
wam.txt 5368 :	0 1 1 
wam.txt 5369 :	0 0 1 
wam.txt 5370 :	0 0 1 
wam.txt 5371 :	0 1 1 
wam.txt 5372 :	0 0 1 
wam.txt 5373 :	0 0 1 
wam.txt 5374 :	0 1 1 
wam.txt 5375 :	0 1 1 
wam.txt 5376 :	1 0 1 
wam.txt 5377 :	0 0 1 
wam.txt 5378 :	0 0 1 
wam.txt 5379 :	1 0 1 
wam.txt 5380 :	0 0 1 
wam.txt 5381 :	0 1 0 
wam.txt 5382 :	0 1 1 
wam.txt 5383 :	0 1 1 
wam.txt 5384 :	0 0 0 
wam.txt 5385 :	0 0 1 
wam.txt 5386 :	0 0 1 
wam.txt 5387 :	0 0 0 
wam.txt 5388 :	0 0 1 
wam.txt 5389 :	0 0 1 
wam.txt 5390 :	0 0 1 
wam.txt 5391 :	0 0 1 
wam.txt 5392 :	0 0 1 
wam.txt 5393 :	0 1 0 
wam.txt 5394 :	0 1 0 
wam.txt 5395 :	0 1 0 
wam.txt 5396 :	0 0 1 
wam.txt 5397 :	0 1 0 
wam.txt 5398 :	0 0 1 
wam.txt 5399 :	0 0 1 
wam.txt 5400 :	0 0 0 
wam.txt 5401 :	0 0 0 
wam.txt 5402 :	0 1 1 
wam.txt 5403 :	0 0 1 
wam.txt 5404 :	0 1 1 
wam.txt 5405 :	0 0 1 
wam.txt 5406 :	0 1 1 
wam.txt 5407 :	0 1 1 
wam.txt 5408 :	0 0 1 
wam.txt 5409 :	0 1 0 
wam.txt 5410 :	0 0 1 
wam.txt 5411 :	0 0 1 
wam.txt 5412 :	0 1 1 
wam.txt 5413 :	0 0 1 
wam.txt 5414 :	0 1 0 
wam.txt 5415 :	0 0 0 
wam.txt 5416 :	0 1 1 
wam.txt 5417 :	1 1 0 
wam.txt 5418 :	0 1 1 
wam.txt 5419 :	0 1 1 
wam.txt 5420 :	0 0 1 
wam.txt 5421 :	0 1 1 
wam.txt 5422 :	0 1 0 
wam.txt 5423 :	0 0 1 
wam.txt 5424 :	0 1 1 
wam.txt 5425 :	0 1 1 
wam.txt 5426 :	0 1 1 
wam.txt 5427 :	0 1 1 
wam.txt 5428 :	0 1 1 
wam.txt 5429 :	0 0 1 
wam.txt 5430 :	0 0 1 
wam.txt 5431 :	0 1 1 
wam.txt 5432 :	0 1 1 
wam.txt 5433 :	0 1 1 
wam.txt 5434 :	0 0 1 
wam.txt 5435 :	0 1 1 
wam.txt 5436 :	0 1 1 
wam.txt 5437 :	0 0 1 
wam.txt 5438 :	0 1 0 
wam.txt 5439 :	0 0 1 
wam.txt 5440 :	0 0 0 
wam.txt 5441 :	1 0 0 
wam.txt 5442 :	0 1 1 
wam.txt 5443 :	0 0 1 
wam.txt 5444 :	0 1 0 
wam.txt 5445 :	0 1 0 
wam.txt 5446 :	0 1 1 
wam.txt 5447 :	0 0 1 
wam.txt 5448 :	0 0 1 
wam.txt 5449 :	0 0 1 
wam.txt 5450 :	1 0 0 
wam.txt 5451 :	0 0 1 
wam.txt 5452 :	0 1 1 
wam.txt 5453 :	0 1 1 
wam.txt 5454 :	0 1 1 
wam.txt 5455 :	0 0 1 
wam.txt 5456 :	0 1 1 
wam.txt 5457 :	0 1 1 
wam.txt 5458 :	0 1 1 
wam.txt 5459 :	0 0 1 
wam.txt 5460 :	1 1 0 
wam.txt 5461 :	0 1 0 
wam.txt 5462 :	0 0 0 
wam.txt 5463 :	0 1 1 
wam.txt 5464 :	0 1 1 
wam.txt 5465 :	0 0 1 
wam.txt 5466 :	0 0 0 
wam.txt 5467 :	0 1 0 
wam.txt 5468 :	0 1 0 
wam.txt 5469 :	0 0 1 
wam.txt 5470 :	1 0 1 
wam.txt 5471 :	1 1 0 
wam.txt 5472 :	0 0 1 
wam.txt 5473 :	0 1 1 
wam.txt 5474 :	1 0 1 
wam.txt 5475 :	0 0 1 
wam.txt 5476 :	0 0 1 
wam.txt 5477 :	0 1 1 
wam.txt 5478 :	0 0 1 
wam.txt 5479 :	0 0 1 
wam.txt 5480 :	1 0 1 
wam.txt 5481 :	0 1 1 
wam.txt 5482 :	0 0 1 
wam.txt 5483 :	1 0 1 
wam.txt 5484 :	0 1 1 
wam.txt 5485 :	0 1 1 
wam.txt 5486 :	0 1 1 
wam.txt 5487 :	0 1 1 
wam.txt 5488 :	0 1 1 
wam.txt 5489 :	1 1 1 
wam.txt 5490 :	1 0 1 
wam.txt 5491 :	0 0 1 
wam.txt 5492 :	0 1 1 
wam.txt 5493 :	1 1 1 
wam.txt 5494 :	0 0 0 
wam.txt 5495 :	0 0 1 
wam.txt 5496 :	0 1 1 
wam.txt 5497 :	1 1 1 
wam.txt 5498 :	0 0 1 
wam.txt 5499 :	0 0 1 
wam.txt 5500 :	0 1 1 
wam.txt 5501 :	0 0 1 
wam.txt 5502 :	0 0 1 
wam.txt 5503 :	1 1 1 
wam.txt 5504 :	0 1 1 
wam.txt 5505 :	0 0 1 
wam.txt 5506 :	0 0 1 
wam.txt 5507 :	0 0 1 
wam.txt 5508 :	0 0 1 
wam.txt 5509 :	0 1 1 
wam.txt 5510 :	0 1 1 
wam.txt 5511 :	0 0 1 
wam.txt 5512 :	0 1 1 
wam.txt 5513 :	0 0 1 
wam.txt 5514 :	0 0 1 
wam.txt 5515 :	0 1 1 
wam.txt 5516 :	0 0 1 
wam.txt 5517 :	0 1 1 
wam.txt 5518 :	1 0 1 
wam.txt 5519 :	0 1 1 
wam.txt 5520 :	0 1 1 
wam.txt 5521 :	0 0 1 
wam.txt 5522 :	0 1 0 
wam.txt 5523 :	0 0 1 
wam.txt 5524 :	0 1 1 
wam.txt 5525 :	0 1 1 
wam.txt 5526 :	0 0 1 
wam.txt 5527 :	0 1 1 
wam.txt 5528 :	0 0 0 
wam.txt 5529 :	0 1 1 
wam.txt 5530 :	0 1 1 
wam.txt 5531 :	0 1 1 
wam.txt 5532 :	0 0 0 
wam.txt 5533 :	0 0 1 
wam.txt 5534 :	0 1 1 
wam.txt 5535 :	0 1 1 
wam.txt 5536 :	0 0 1 
wam.txt 5537 :	0 1 1 
wam.txt 5538 :	0 1 1 
wam.txt 5539 :	0 1 1 
wam.txt 5540 :	0 0 1 
wam.txt 5541 :	0 1 1 
wam.txt 5542 :	0 0 1 
wam.txt 5543 :	0 0 0 
wam.txt 5544 :	0 1 1 
wam.txt 5545 :	0 1 1 
wam.txt 5546 :	0 0 1 
wam.txt 5547 :	0 0 1 
wam.txt 5548 :	0 0 1 
wam.txt 5549 :	0 1 1 
wam.txt 5550 :	0 0 0 
wam.txt 5551 :	0 0 1 
wam.txt 5552 :	0 0 1 
wam.txt 5553 :	0 1 1 
wam.txt 5554 :	0 0 1 
wam.txt 5555 :	0 1 1 
wam.txt 5556 :	1 1 0 
wam.txt 5557 :	0 0 1 
wam.txt 5558 :	0 0 1 
wam.txt 5559 :	0 1 1 
wam.txt 5560 :	0 0 1 
wam.txt 5561 :	0 1 1 
wam.txt 5562 :	0 1 1 
wam.txt 5563 :	0 0 1 
wam.txt 5564 :	0 1 1 
wam.txt 5565 :	0 0 1 
wam.txt 5566 :	0 1 1 
wam.txt 5567 :	0 0 1 
wam.txt 5568 :	0 0 1 
wam.txt 5569 :	0 1 1 
wam.txt 5570 :	0 1 1 
wam.txt 5571 :	0 0 1 
wam.txt 5572 :	0 0 1 
wam.txt 5573 :	0 0 1 
wam.txt 5574 :	0 0 1 
wam.txt 5575 :	0 1 1 
wam.txt 5576 :	0 0 1 
wam.txt 5577 :	0 0 1 
wam.txt 5578 :	0 0 1 
wam.txt 5579 :	0 0 1 
wam.txt 5580 :	0 1 1 
wam.txt 5581 :	0 1 1 
wam.txt 5582 :	0 1 1 
wam.txt 5583 :	0 1 1 
wam.txt 5584 :	0 0 1 
wam.txt 5585 :	0 1 1 
wam.txt 5586 :	0 0 1 
wam.txt 5587 :	0 0 1 
wam.txt 5588 :	0 0 1 
wam.txt 5589 :	1 0 1 
wam.txt 5590 :	0 0 1 
wam.txt 5591 :	0 1 1 
wam.txt 5592 :	0 1 1 
wam.txt 5593 :	0 1 1 
wam.txt 5594 :	0 1 1 
wam.txt 5595 :	0 1 1 
wam.txt 5596 :	0 1 1 
wam.txt 5597 :	0 0 1 
wam.txt 5598 :	1 0 1 
wam.txt 5599 :	0 0 1 
wam.txt 5600 :	0 0 1 
wam.txt 5601 :	0 1 1 
wam.txt 5602 :	0 0 1 
wam.txt 5603 :	0 1 1 
wam.txt 5604 :	0 1 1 
wam.txt 5605 :	1 1 1 
wam.txt 5606 :	0 1 1 
wam.txt 5607 :	0 1 1 
wam.txt 5608 :	0 0 1 
wam.txt 5609 :	0 1 1 
wam.txt 5610 :	0 0 1 
wam.txt 5611 :	0 0 1 
wam.txt 5612 :	0 0 1 
wam.txt 5613 :	0 1 1 
wam.txt 5614 :	0 1 1 
wam.txt 5615 :	0 0 1 
wam.txt 5616 :	0 1 1 
wam.txt 5617 :	0 0 1 
wam.txt 5618 :	0 0 1 
wam.txt 5619 :	0 1 1 
wam.txt 5620 :	0 1 1 
wam.txt 5621 :	0 1 1 
wam.txt 5622 :	0 0 1 
wam.txt 5623 :	0 1 1 
wam.txt 5624 :	0 1 1 
wam.txt 5625 :	1 0 1 
wam.txt 5626 :	0 0 1 
wam.txt 5627 :	0 1 1 
wam.txt 5628 :	0 1 1 
wam.txt 5629 :	0 0 1 
wam.txt 5630 :	0 0 1 
wam.txt 5631 :	0 0 1 
wam.txt 5632 :	0 1 1 
wam.txt 5633 :	0 0 1 
wam.txt 5634 :	0 1 1 
wam.txt 5635 :	0 1 1 
wam.txt 5636 :	0 0 1 
wam.txt 5637 :	0 0 1 
wam.txt 5638 :	0 1 1 
wam.txt 5639 :	0 0 0 
wam.txt 5640 :	0 1 1 
wam.txt 5641 :	1 1 1 
wam.txt 5642 :	0 0 0 
wam.txt 5643 :	0 0 1 
wam.txt 5644 :	0 1 0 
wam.txt 5645 :	0 1 1 
wam.txt 5646 :	0 1 1 
wam.txt 5647 :	0 0 1 
wam.txt 5648 :	0 1 1 
wam.txt 5649 :	0 0 1 
wam.txt 5650 :	1 1 1 
wam.txt 5651 :	0 1 1 
wam.txt 5652 :	0 1 1 
wam.txt 5653 :	0 1 1 
wam.txt 5654 :	0 1 1 
wam.txt 5655 :	0 0 0 
wam.txt 5656 :	0 1 1 
wam.txt 5657 :	1 1 1 
wam.txt 5658 :	0 1 1 
wam.txt 5659 :	0 0 1 
wam.txt 5660 :	0 0 1 
wam.txt 5661 :	0 0 0 
wam.txt 5662 :	0 0 0 
wam.txt 5663 :	0 0 0 
wam.txt 5664 :	0 1 1 
wam.txt 5665 :	0 1 0 
wam.txt 5666 :	0 1 1 
wam.txt 5667 :	0 0 1 
wam.txt 5668 :	0 1 0 
wam.txt 5669 :	0 1 0 
wam.txt 5670 :	1 1 0 
wam.txt 5671 :	0 0 1 
wam.txt 5672 :	0 1 1 
wam.txt 5673 :	1 1 1 
wam.txt 5674 :	0 0 1 
wam.txt 5675 :	0 1 1 
wam.txt 5676 :	1 1 1 
wam.txt 5677 :	0 1 0 
wam.txt 5678 :	0 0 0 
wam.txt 5679 :	0 0 1 
wam.txt 5680 :	1 1 1 
wam.txt 5681 :	0 1 1 
wam.txt 5682 :	0 0 1 
wam.txt 5683 :	1 0 1 
wam.txt 5684 :	0 1 1 
wam.txt 5685 :	0 0 1 
wam.txt 5686 :	0 1 1 
wam.txt 5687 :	1 0 1 
wam.txt 5688 :	0 0 1 
wam.txt 5689 :	0 0 1 
wam.txt 5690 :	0 0 0 
wam.txt 5691 :	0 1 0 
wam.txt 5692 :	0 0 1 
wam.txt 5693 :	0 0 1 
wam.txt 5694 :	0 0 1 
wam.txt 5695 :	0 0 1 
wam.txt 5696 :	0 1 1 
wam.txt 5697 :	0 0 1 
wam.txt 5698 :	0 1 0 
wam.txt 5699 :	0 1 1 
wam.txt 5700 :	0 0 1 
wam.txt 5701 :	0 0 1 
wam.txt 5702 :	0 0 0 
wam.txt 5703 :	0 1 1 
wam.txt 5704 :	0 0 1 
wam.txt 5705 :	0 0 1 
wam.txt 5706 :	0 0 1 
wam.txt 5707 :	1 1 1 
wam.txt 5708 :	0 0 1 
wam.txt 5709 :	0 1 1 
wam.txt 5710 :	1 1 1 
wam.txt 5711 :	0 0 1 
wam.txt 5712 :	0 0 1 
wam.txt 5713 :	0 0 1 
wam.txt 5714 :	0 0 1 
wam.txt 5715 :	0 1 1 
wam.txt 5716 :	0 1 1 
wam.txt 5717 :	0 1 1 
wam.txt 5718 :	0 0 0 
wam.txt 5719 :	0 0 0 
wam.txt 5720 :	0 0 0 
wam.txt 5721 :	0 0 1 
wam.txt 5722 :	0 1 1 
wam.txt 5723 :	0 0 1 
wam.txt 5724 :	0 1 1 
wam.txt 5725 :	0 1 1 
wam.txt 5726 :	0 1 1 
wam.txt 5727 :	0 1 1 
wam.txt 5728 :	0 1 1 
wam.txt 5729 :	0 1 1 
wam.txt 5730 :	0 1 1 
wam.txt 5731 :	1 0 1 
wam.txt 5732 :	0 0 1 
wam.txt 5733 :	0 1 1 
wam.txt 5734 :	0 1 1 
wam.txt 5735 :	0 0 1 
wam.txt 5736 :	0 0 1 
wam.txt 5737 :	0 0 1 
wam.txt 5738 :	0 0 1 
wam.txt 5739 :	0 0 1 
wam.txt 5740 :	0 0 1 
wam.txt 5741 :	0 1 1 
wam.txt 5742 :	0 1 1 
wam.txt 5743 :	0 1 1 
wam.txt 5744 :	0 0 1 
wam.txt 5745 :	0 0 1 
wam.txt 5746 :	0 0 1 
wam.txt 5747 :	0 1 1 
wam.txt 5748 :	0 0 1 
wam.txt 5749 :	0 1 1 
wam.txt 5750 :	0 0 0 
wam.txt 5751 :	0 0 1 
wam.txt 5752 :	0 0 1 
wam.txt 5753 :	0 0 1 
wam.txt 5754 :	1 0 0 
wam.txt 5755 :	0 0 1 
wam.txt 5756 :	0 1 1 
wam.txt 5757 :	0 0 1 
wam.txt 5758 :	1 0 1 
wam.txt 5759 :	1 0 1 
wam.txt 5760 :	0 0 1 
wam.txt 5761 :	0 0 1 
wam.txt 5762 :	0 1 1 
wam.txt 5763 :	0 0 1 
wam.txt 5764 :	0 1 1 
wam.txt 5765 :	0 1 1 
wam.txt 5766 :	0 0 1 
wam.txt 5767 :	0 0 1 
wam.txt 5768 :	0 1 1 
wam.txt 5769 :	1 1 1 
wam.txt 5770 :	1 0 0 
wam.txt 5771 :	0 0 1 
wam.txt 5772 :	0 0 1 
wam.txt 5773 :	0 0 0 
wam.txt 5774 :	1 0 1 
wam.txt 5775 :	0 1 1 
wam.txt 5776 :	0 1 1 
wam.txt 5777 :	1 1 0 
wam.txt 5778 :	0 0 1 
wam.txt 5779 :	0 1 1 
wam.txt 5780 :	0 0 1 
wam.txt 5781 :	0 0 1 
wam.txt 5782 :	0 1 1 
wam.txt 5783 :	0 1 0 
wam.txt 5784 :	0 0 1 
wam.txt 5785 :	1 1 1 
wam.txt 5786 :	1 0 1 
wam.txt 5787 :	0 0 1 
wam.txt 5788 :	0 0 1 
wam.txt 5789 :	0 1 1 
wam.txt 5790 :	0 1 1 
wam.txt 5791 :	0 0 1 
wam.txt 5792 :	1 1 1 
wam.txt 5793 :	0 0 1 
wam.txt 5794 :	0 0 1 
wam.txt 5795 :	1 1 1 
wam.txt 5796 :	0 1 1 
wam.txt 5797 :	0 1 1 
wam.txt 5798 :	0 0 1 
wam.txt 5799 :	0 1 1 
wam.txt 5800 :	0 1 1 
wam.txt 5801 :	0 0 1 
wam.txt 5802 :	0 1 1 
wam.txt 5803 :	0 0 1 
wam.txt 5804 :	0 0 1 
wam.txt 5805 :	0 0 1 
wam.txt 5806 :	0 0 1 
wam.txt 5807 :	0 1 1 
wam.txt 5808 :	0 0 1 
wam.txt 5809 :	0 0 1 
wam.txt 5810 :	0 1 1 
wam.txt 5811 :	0 0 1 
wam.txt 5812 :	0 1 1 
wam.txt 5813 :	0 0 1 
wam.txt 5814 :	0 0 1 
wam.txt 5815 :	0 1 1 
wam.txt 5816 :	0 1 1 
wam.txt 5817 :	0 0 1 
wam.txt 5818 :	0 1 0 
wam.txt 5819 :	1 1 1 
wam.txt 5820 :	1 1 1 
wam.txt 5821 :	0 1 1 
wam.txt 5822 :	0 1 1 
wam.txt 5823 :	0 1 1 
wam.txt 5824 :	0 1 1 
wam.txt 5825 :	0 1 1 
wam.txt 5826 :	0 1 1 
wam.txt 5827 :	0 1 1 
wam.txt 5828 :	0 0 1 
wam.txt 5829 :	0 0 1 
wam.txt 5830 :	1 0 1 
wam.txt 5831 :	0 1 1 
wam.txt 5832 :	0 1 1 
wam.txt 5833 :	0 0 1 
wam.txt 5834 :	0 1 1 
wam.txt 5835 :	0 0 1 
wam.txt 5836 :	0 0 1 
wam.txt 5837 :	0 0 1 
wam.txt 5838 :	0 1 1 
wam.txt 5839 :	0 0 1 
wam.txt 5840 :	0 1 1 
wam.txt 5841 :	0 0 1 
wam.txt 5842 :	0 1 1 
wam.txt 5843 :	0 0 1 
wam.txt 5844 :	0 1 1 
wam.txt 5845 :	0 0 1 
wam.txt 5846 :	0 1 1 
wam.txt 5847 :	0 1 1 
wam.txt 5848 :	0 1 1 
wam.txt 5849 :	0 1 1 
wam.txt 5850 :	0 0 1 
wam.txt 5851 :	0 1 1 
wam.txt 5852 :	0 0 1 
wam.txt 5853 :	0 0 1 
wam.txt 5854 :	0 0 1 
wam.txt 5855 :	0 0 1 
wam.txt 5856 :	0 0 1 
wam.txt 5857 :	0 0 1 
wam.txt 5858 :	0 1 1 
wam.txt 5859 :	0 1 1 
wam.txt 5860 :	0 1 1 
wam.txt 5861 :	0 1 1 
wam.txt 5862 :	0 1 1 
wam.txt 5863 :	1 0 1 
wam.txt 5864 :	0 1 0 
wam.txt 5865 :	0 0 1 
wam.txt 5866 :	0 1 1 
wam.txt 5867 :	0 0 1 
wam.txt 5868 :	0 1 1 
wam.txt 5869 :	0 0 1 
wam.txt 5870 :	0 1 1 
wam.txt 5871 :	0 1 1 
wam.txt 5872 :	0 1 1 
wam.txt 5873 :	0 1 1 
wam.txt 5874 :	0 0 1 
wam.txt 5875 :	0 0 0 
wam.txt 5876 :	0 1 1 
wam.txt 5877 :	1 1 1 
wam.txt 5878 :	1 1 1 
wam.txt 5879 :	1 0 1 
wam.txt 5880 :	0 0 1 
wam.txt 5881 :	0 0 1 
wam.txt 5882 :	1 1 1 
wam.txt 5883 :	0 1 1 
wam.txt 5884 :	0 0 1 
wam.txt 5885 :	0 0 1 
wam.txt 5886 :	0 1 1 
wam.txt 5887 :	0 0 0 
wam.txt 5888 :	0 1 1 
wam.txt 5889 :	0 0 1 
wam.txt 5890 :	0 0 1 
wam.txt 5891 :	0 0 1 
wam.txt 5892 :	0 0 1 
wam.txt 5893 :	0 0 1 
wam.txt 5894 :	0 1 1 
wam.txt 5895 :	0 0 0 
wam.txt 5896 :	0 0 1 
wam.txt 5897 :	0 0 1 
wam.txt 5898 :	0 0 1 
wam.txt 5899 :	0 0 1 
wam.txt 5900 :	0 0 1 
wam.txt 5901 :	0 0 1 
wam.txt 5902 :	0 0 1 
wam.txt 5903 :	0 0 0 
wam.txt 5904 :	0 1 1 
wam.txt 5905 :	0 0 1 
wam.txt 5906 :	0 1 1 
wam.txt 5907 :	0 1 1 
wam.txt 5908 :	0 0 1 
wam.txt 5909 :	0 1 1 
wam.txt 5910 :	1 1 0 
wam.txt 5911 :	0 1 1 
wam.txt 5912 :	0 1 0 
wam.txt 5913 :	0 1 1 
wam.txt 5914 :	0 1 1 
wam.txt 5915 :	0 0 1 
wam.txt 5916 :	0 0 1 
wam.txt 5917 :	0 0 1 
wam.txt 5918 :	0 1 1 
wam.txt 5919 :	0 1 1 
wam.txt 5920 :	0 0 1 
wam.txt 5921 :	0 0 1 
wam.txt 5922 :	0 1 0 
wam.txt 5923 :	0 0 1 
wam.txt 5924 :	0 1 1 
wam.txt 5925 :	0 0 1 
wam.txt 5926 :	0 0 1 
wam.txt 5927 :	0 0 1 
wam.txt 5928 :	0 1 1 
wam.txt 5929 :	0 1 1 
wam.txt 5930 :	0 1 1 
wam.txt 5931 :	0 1 1 
wam.txt 5932 :	0 0 1 
wam.txt 5933 :	1 1 1 
wam.txt 5934 :	0 0 1 
wam.txt 5935 :	0 0 1 
